Executando livelo_scraper.py...
Saída de livelo_scraper.py:
Iniciando Chrome para ambiente GitHub Actions...
Configurações do Chrome:
  Headless: Sim
  User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) ...
  Window size: 1920x1080
Iniciando novo processo do Chrome...
Chrome iniciado com sucesso. Sessão ID: a3fef81d706aea2a728ba3b396367f64
Navegando para o site da Livelo...
Tentativa 1/5: Acessando URL...
Aguardando carregamento básico da página...
Aguardando 10 segundos para carregamento completo...
Verificando elementos principais...
Tentando XPath: /html/body/div[4]/main/div[1]/div[37]/div/div/div[2]/section/div[2]/div[3]/div[1]
✓ Encontrados 1 elementos com XPath: /html/body/div[4]/main/div[1]/div[37]/div/div/div[2]/section/div[2]/div[3]/div[1]
Rolando a página para carregar todos os elementos...
Altura da página: 33588px
Rolando para posição: 400px
Rolando para posição: 800px
Rolando para posição: 1200px
Rolando para posição: 1600px
Rolando para posição: 2000px
Rolando para posição: 2400px
Rolando para posição: 2800px
Rolando para posição: 3200px
Rolando para posição: 3600px
Rolando para posição: 4000px
Rolando até o final da página
Rolando de volta para o topo
Verificando elementos após rolagem...
✓ Encontrados 1 elementos com XPath: /html/body/div[4]/main/div[1]/div[37]/div/div/div[2]/section/div[2]/div[3]/div[1] após rolagem
Página carregada com sucesso!
Iniciando extração de dados...
Iniciando extração de dados por XPath...
Extraído 36: Buddha Spa | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 37: Budget | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 38: Bulbe Energia | Não | R$ | Valor: 1.0 | Pontos: 12
Extraído 39: Buser | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 40: Buzios Beach Resort | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 41: Cabana Magazine | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 42: Cadence | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 43: Cafe Orfeu | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 44: Cafe Utam | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 45: Caffeine Army | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 46: Cambio Online | Não | R$ | Valor: 5.0 | Pontos: 1
Extraído 47: Camicado | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 48: CARE Natural Beauty | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 49: Carrefour Mercado | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 50: Carrefour Shopping | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 51: Casa MinD | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 52: Casas Bahia | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 53: CEA | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 54: Centauro | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 55: Cervejabox | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 56: Cestas Michelli | Sim | R$ | Valor: 1.0 | Pontos: 6
Extraído 57: Chico Rei | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 58: Ciclic Seguros – Bike | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 59: Ciclic Seguros – Celular | Sim | R$ | Valor: 1.0 | Pontos: 6
Extraído 60: Ciclic Seguros – Viagem | Sim | R$ | Valor: 1.0 | Pontos: 15
Extraído 61: Claro | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 62: ClickBus | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 63: Coffee Mais | Sim | R$ | Valor: 1.0 | Pontos: 11
Extraído 64: Colcci | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 65: Coliseu | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 66: Consorcio Magalu | Sim | R$ | Valor: 1.0 | Pontos: 25
Extraído 67: Cook Eletroraro | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 68: Coris | Não | R$ | Valor: 1.0 | Pontos: 5
Extraído 69: Creditas | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 70: Crocs | Sim | R$ | Valor: 1.0 | Pontos: 8
Extraído 71: Cruzeiros Agaxtur | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 72: Dafiti | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 73: Dako | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 74: Darkness | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 75: Decathlon | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 76: Decolar | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 77: Democrata | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 78: Divvino | Sim | R$ | Valor: 1.0 | Pontos: 3
Extraído 79: DPaschoal | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 80: Dr Jones | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 81: Drogaria Sao Paulo | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 82: Drogarias Pacheco | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 83: Dudalina | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 84: Easy Live | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 85: EDP | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 86: elbo | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 87: Ellus | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 88: Epoca cosmesticos | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 89: eSim Travelex | Não | U$ | Valor: 1.0 | Pontos: 20
Extraído 90: Estoque | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 91: Eudora | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 92: Euro | Sim | R$ | Valor: 1.0 | Pontos: 6
Extraído 93: Extra | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 94: Faber-Castell | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 95: Farmacias App | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 96: Fast Shop | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 97: Fila | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 98: Flormel | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 99: Foco | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 100: Forever Liss | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 101: Fossil | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 102: Frigelar  | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 103: Gazin | Sim | R$ | Valor: 1.0 | Pontos: 3
Extraído 104: Giuliana Flores | Sim | R$ | Valor: 1.0 | Pontos: 6
Extraído 105: Go case | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 106: Granado | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 107: Grupo Dreams | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 108: Guess  | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 109: Guldi | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 110: Havaianas | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 111: Hering | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 112: Hering Outlet | Sim | R$ | Valor: 1.0 | Pontos: 8
Extraído 113: HERO SEGUROS | Não | R$ | Valor: 1.0 | Pontos: 8
Extraído 114: Hertz Internacional | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 115: Home Angels | Não | R$ | Valor: 10.0 | Pontos: 1
Extraído 116: Hope | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 117: Hope Resort | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 118: Hopper Nutrition | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 119: Horas Magicas | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 120: Hot Beach | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 121: Hoteis Deville | Não | R$ | Valor: 3.0 | Pontos: 1
Extraído 122: Hoteis Windsor | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 123: Hoteis.com | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 124: Hotel Gran Marquise | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 125: Hotel Nacional | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 126: Imaginarium | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 127: Imperio | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 128: Individual | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 129: Infinix | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 130: Insider Store | Sim | R$ | Valor: 1.0 | Pontos: 11
Extraído 131: IntegralMedica | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 132: John John | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 133: Julio Okubo | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 134: Kaligo | Não | U$ | Valor: 1.0 | Pontos: 15
Extraído 135: Key Design | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 136: Klabin ForYou | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 137: Lacoste | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 138: LE LIS | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 139: LEGO | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 140: Liga Vitoria - Seguro de Viagem | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 141: Liga Vitoria Consorcio | Não | R$ | Valor: 1.0 | Pontos: 30
Extraído 142: Liga Vitoria Seguro Auto | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 143: Liga Vitoria Seguro de Vida | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 144: Liga Vitoria Seguro Moto | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 145: Liga Vitoria Seguro Residencial | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 146: LIVE! | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 147: Liz | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 148: Localiza | Não | U$ | Valor: 1.0 | Pontos: 5
Extraído 149: Localiza | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 150: Localiza Meoo | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 151: Loccitane | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 152: Loccitane au Bresil | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 153: Lolita | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 154: Lord Perfumaria | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 155: Loungerie | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 156: Luck Receptivo (Salvador) | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 157: Luck Receptivo - Recife | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 158: Luck Receptivo Maceio | Sim | R$ | Valor: 1.0 | Pontos: 3
Extraído 159: Luck Receptivo Natal | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 160: Luxury Loyalty | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 161: Madesa | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 162: Magalu | Sim | R$ | Valor: 1.0 | Pontos: 4
Extraído 163: Malwee | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 164: MAPFRE Seguro Auto | Sim | R$ | Valor: 1.0 | Pontos: 3
Extraído 165: Max Titanium | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 166: MaxRacer | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 167: MedSenior | Não | R$ | Valor: 1.0 | Pontos: 7
Extraído 168: Meia Sola | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 169: MeuCopo | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 170: Mevo Farma | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 171: Midea | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 172: Mistral | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 173: Mizuno | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 174: Mobills | Não | R$ | Valor: 1.0 | Pontos: 10
Extraído 175: Mobly | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 176: Mondaine | Sim | R$ | Valor: 1.0 | Pontos: 15
Extraído 177: Monica Sanches | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 178: Monte Carlo | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 179: Morana | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 180: Movida | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 181: Mycon Consorcio Digital | Não | R$ | Valor: 1.0 | Pontos: 32
Extraído 182: Nars | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 183: Natura | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 184: Netshoes | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 185: New Balance | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 186: Next Seguro Viagem | Não | R$ | Valor: 1.0 | Pontos: 7
Extraído 187: Nike | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 188: Nomad Trips | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 189: Nova Era | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 190: Nutty Bavarian | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 191: O Boticario | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 192: O.U.i Paris | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 193: Oceane | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 194: Oficina Reserva | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 195: Olympikus | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 196: Ondas Praia Resort | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 197: Osklen | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 198: Oster | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 199: Oxford | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 200: Pado | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 201: Panvel | Sim | R$ | Valor: 1.0 | Pontos: 8
Extraído 202: PerfectDraft (Ambev) | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 203: Pet Paluche | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 204: Pet Paluche Box | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 205: Petlove | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 206: Petlove Saude | Sim | R$ | Valor: 1.0 | Pontos: 22
Extraído 207: Petz | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 208: Piatan Natural | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 209: PneuStore | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 210: Pontofrio | Sim | R$ | Valor: 1.0 | Pontos: 5
Extraído 211: Portal das Malas | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 212: Portallar | Sim | R$ | Valor: 1.0 | Pontos: 6
Extraído 213: Porto Faz | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 214: Posthaus | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 215: Prive Hoteis e Parques | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 216: Probiotica | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 217: Puket | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 218: Qcompra | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 219: Quem Disse, Berenice? | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 220: Quero Passagem | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 221: Quero-Quero | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 222: Quintess | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 223: RDC Viagens | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 224: Re Petit | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 225: Renner | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 226: Rentalcars | Não | U$ | Valor: 1.0 | Pontos: 6
Extraído 227: Rentcars | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 228: Reserva | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 229: Reservecar | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 230: Riachuelo | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 231: Richards | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 232: ropo®️ | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 233: Saint Paul | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 234: Salinas | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 235: Sam's Club | Não | R$ | Valor: 1.0 | Pontos: 14
Extraído 236: Sam's Club - E-commerce | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 237: Samsonite  | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 238: Sebastian Coffee | Sim | R$ | Valor: 1.0 | Pontos: 10
Extraído 239: Seculus | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 240: Seguro Residencial MAPFRE | Sim | R$ | Valor: 1.0 | Pontos: 3
Extraído 241: Seguro Viagem Bradesco | Sim | R$ | Valor: 1.0 | Pontos: 15
Extraído 242: Sephora | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 243: Seus Ingressos | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 244: Shiseido | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 245: Shoestock | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 246: Shopee | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 247: Simple Organic | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 248: Sioux Seguro Celular | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 249: Sixt | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 250: Sottile | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 251: Speedo | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 252: Spicy | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 253: Studio Z | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 254: SulAmerica Plano Odonto | Sim | R$ | Valor: 1.0 | Pontos: 8
Extraído 255: SulAmerica Seguro Viagem | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 256: Summerville | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 257: Supernosso | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 258: Tailors Mind  | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 259: Technos | Sim | R$ | Valor: 1.0 | Pontos: 8
Extraído 260: Thule | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 261: Tia Sonia | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 262: TIM | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 263: Tokio Marine Seguros | Não | R$ | Valor: 1.0 | Pontos: 10
Extraído 264: Top Moveis | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 265: Travelex | Não | U$ | Valor: 1.0 | Pontos: 1
Extraído 266: TripChip | Não | R$ | Valor: 1.0 | Pontos: 6
Extraído 267: Trocafy | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 268: Truss | Não | R$ | Valor: 1.0 | Pontos: 4
Extraído 269: Umbro | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 270: Under Armour | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 271: Unidas | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 272: Universal Assistance – Seguro Viagem | Sim | R$ | Valor: 1.0 | Pontos: 12
Extraído 273: Utilplast | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 274: Viacao Garcia | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 275: Viajar | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 276: Vivara | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 277: VR Collezioni | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 278: Vult | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 279: Wise UP | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 280: Yvy | Não | R$ | Valor: 1.0 | Pontos: 3
Extraído 281: Zattini | Não | R$ | Valor: 1.0 | Pontos: 2
Extraído 282: Zee.Dog | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 283: Zee.Now | Não | R$ | Valor: 1.0 | Pontos: 1
Extraído 284: Zissou | Não | R$ | Valor: 1.0 | Pontos: 3
Total de parceiros encontrados: 284
Arquivo /home/runner/work/livelo_scraper/livelo_scraper/livelo_parceiros.xlsx encontrado. Verificando dados existentes...
Encontrados dados do dia 2025-05-09 no arquivo existente.
Substituindo os dados antigos pelos novos...
Dados salvos no arquivo: /home/runner/work/livelo_scraper/livelo_scraper/livelo_parceiros.xlsx
Cópia salva em: output/livelo_parceiros.xlsx
Encerrando driver do Selenium...
Driver encerrado com sucesso.
Encerramento completo.
Processo de scraping concluído com sucesso!

Executando livelo_reporter.py...
Saída de livelo_reporter.py:

--- INICIANDO PROCESSAMENTO ---

Verificando arquivo: livelo_parceiros.xlsx
Diretório de trabalho atual: /home/runner/work/livelo_scraper/livelo_scraper
✓ Arquivo encontrado: livelo_parceiros.xlsx
Carregando dados de livelo_parceiros.xlsx...

Dados completos carregados: 10604 registros
Data mais recente: 2025-05-09
Registros da data mais recente: 284 de 10604 total

--- CALCULANDO MÉTRICAS ---

Identificados 3 novos parceiros (≤7 ocorrências)
Cálculo de dias com pontuação atual (corrigido):

Parceiro: ABC da Construcao
Pontos atuais: 1 em 2025-05-09
  Pontuação anterior: 10 em 2025-05-07
  Dias com pontuação atual: 2

Parceiro: Abelha Rainha
Pontos atuais: 3 em 2025-05-09
  Pontuação anterior: 8 em 2025-04-30
  Dias com pontuação atual: 10

Parceiro: ADCOS
Pontos atuais: 1 em 2025-05-09
  Pontuação anterior: 5 em 2025-04-30
  Dias com pontuação atual: 10

Parceiro: Aguativa Resort
Pontos atuais: 2 em 2025-05-09
  Sem mudança nos pontos no histórico, usando registro mais antigo: 2025-04-03
  Dias com pontuação atual: 36

Parceiro: Aliexpress
Pontos atuais: 3 em 2025-05-09
  Pontuação anterior: 10 em 2025-04-30
  Dias com pontuação atual: 10

Parceiro: Allianz
Pontos atuais: 4 em 2025-05-09
  Pontuação anterior: 12 em 2025-04-20
  Dias com pontuação atual: 20

Parceiro: Allugator
Pontos atuais: 1 em 2025-05-09
  Sem mudança nos pontos no histórico, usando registro mais antigo: 2025-04-03
  Dias com pontuação atual: 36

Parceiro: Amazon
Pontos atuais: 1 em 2025-05-09
  Pontuação anterior: 4 em 2025-05-07
  Dias com pontuação atual: 2

Parceiro: AMOBELEZA
Pontos atuais: 10 em 2025-05-09
  Pontuação anterior: 1 em 2025-05-07
  Dias com pontuação atual: 2

Parceiro: Angeloni
Pontos atuais: 3 em 2025-05-09
  Pontuação anterior: 1 em 2025-05-01
  Dias com pontuação atual: 9

Parceiro: Aramis
Pontos atuais: 2 em 2025-05-09
  Pontuação anterior: 11 em 2025-04-24
  Dias com pontuação atual: 15

Parceiro: Asics
Pontos atuais: 1 em 2025-05-09
  Sem mudança nos pontos no histórico, usando registro mais antigo: 2025-04-03
  Dias com pontuação atual: 36

